image_name,steering_angle
2025-06-15_17-04-49-982769.png,0.0
2025-06-15_17-04-50-279047.png,0.0
2025-06-15_17-04-50-492105.png,0.0
2025-06-15_17-04-50-687047.png,0.0
2025-06-15_17-04-50-944134.png,0.0
2025-06-15_17-04-51-216119.png,0.0
2025-06-15_17-04-51-485355.png,0.0
2025-06-15_17-04-51-672025.png,0.0
2025-06-15_17-04-51-932516.png,0.0
2025-06-15_17-04-52-187164.png,0.0
2025-06-15_17-04-52-441324.png,0.0
2025-06-15_17-04-52-684203.png,0.0
2025-06-15_17-04-52-890316.png,0.0
2025-06-15_17-04-53-162547.png,0.0
2025-06-15_17-04-53-421416.png,0.0
2025-06-15_17-04-53-678155.png,0.0
2025-06-15_17-04-53-932277.png,0.0
2025-06-15_17-04-54-139328.png,0.0
2025-06-15_17-04-54-424123.png,0.0
2025-06-15_17-04-54-712231.png,0.0
2025-06-15_17-04-54-974591.png,0.0
2025-06-15_17-04-55-223749.png,0.0
2025-06-15_17-04-55-476371.png,0.0
2025-06-15_17-04-55-681150.png,0.0
2025-06-15_17-04-55-927154.png,0.0
2025-06-15_17-04-56-193918.png,0.0
2025-06-15_17-04-56-469373.png,0.0
2025-06-15_17-04-56-743541.png,0.0
2025-06-15_17-04-56-984167.png,0.0
2025-06-15_17-04-57-211465.png,0.0
2025-06-15_17-04-57-480145.png,0.0
2025-06-15_17-04-57-756568.png,0.0
2025-06-15_17-04-58-023643.png,0.0
2025-06-15_17-04-58-288266.png,0.0
2025-06-15_17-04-58-560591.png,0.0
2025-06-15_17-04-58-816663.png,0.0
2025-06-15_17-04-59-050311.png,0.0
2025-06-15_17-04-59-309292.png,0.0
2025-06-15_17-04-59-578330.png,0.0
2025-06-15_17-04-59-848945.png,0.0
2025-06-15_17-05-00-113982.png,0.0
2025-06-15_17-05-00-357940.png,0.0
2025-06-15_17-05-00-580051.png,0.0
2025-06-15_17-05-00-841224.png,0.0
2025-06-15_17-05-01-108230.png,0.0
2025-06-15_17-05-01-376941.png,0.0
2025-06-15_17-05-01-653155.png,0.0
2025-06-15_17-05-01-888128.png,0.0
2025-06-15_17-05-02-115901.png,0.0
2025-06-15_17-05-02-376017.png,0.0
2025-06-15_17-05-02-646604.png,0.0
2025-06-15_17-05-02-913323.png,0.0
2025-06-15_17-05-03-176643.png,0.0
2025-06-15_17-05-03-413349.png,0.0
2025-06-15_17-05-03-640367.png,0.0
2025-06-15_17-05-03-905329.png,0.0
2025-06-15_17-05-04-172800.png,0.0
2025-06-15_17-05-04-442394.png,0.0
2025-06-15_17-05-04-704201.png,0.0
2025-06-15_17-05-04-911158.png,0.0
2025-06-15_17-05-05-175163.png,0.0
2025-06-15_17-05-05-443075.png,0.0
2025-06-15_17-05-05-714863.png,0.0
2025-06-15_17-05-05-996058.png,0.0
2025-06-15_17-05-06-264175.png,0.0
2025-06-15_17-05-06-503755.png,0.0
2025-06-15_17-05-06-730993.png,0.0
2025-06-15_17-05-06-992269.png,0.0
2025-06-15_17-05-07-256762.png,0.0
2025-06-15_17-05-07-528139.png,0.0
2025-06-15_17-05-07-794313.png,0.0
2025-06-15_17-05-08-031944.png,0.07
2025-06-15_17-05-08-259077.png,0.04
2025-06-15_17-05-08-520095.png,0.0
2025-06-15_17-05-08-791016.png,0.0
2025-06-15_17-05-09-060812.png,0.07
2025-06-15_17-05-09-323832.png,0.01
2025-06-15_17-05-09-560999.png,0.0
2025-06-15_17-05-09-790922.png,0.04
2025-06-15_17-05-10-048982.png,0.11
2025-06-15_17-05-10-317094.png,0.08
2025-06-15_17-05-10-601779.png,0.0
2025-06-15_17-05-10-866633.png,0.11
2025-06-15_17-05-11-121240.png,0.14
2025-06-15_17-05-11-321739.png,0.21
2025-06-15_17-05-11-582416.png,0.1
2025-06-15_17-05-11-855763.png,0.0
2025-06-15_17-05-12-126431.png,0.05
2025-06-15_17-05-12-391160.png,0.02
2025-06-15_17-05-12-654574.png,0.09
2025-06-15_17-05-12-857340.png,0.14
2025-06-15_17-05-13-115361.png,0.13
2025-06-15_17-05-13-381885.png,0.18
2025-06-15_17-05-13-647748.png,0.13
2025-06-15_17-05-13-918050.png,0.0
2025-06-15_17-05-14-180943.png,0.03
2025-06-15_17-05-14-388875.png,0.06
2025-06-15_17-05-14-649634.png,0.13
2025-06-15_17-05-14-918725.png,0.12
2025-06-15_17-05-15-186060.png,0.15
2025-06-15_17-05-15-454665.png,0.0
2025-06-15_17-05-15-719702.png,0.03
2025-06-15_17-05-15-923394.png,0.04
2025-06-15_17-05-16-196046.png,0.05
2025-06-15_17-05-16-493716.png,0.05
2025-06-15_17-05-16-754229.png,0.08
2025-06-15_17-05-17-014767.png,0.07
2025-06-15_17-05-17-280000.png,0.0
2025-06-15_17-05-17-476064.png,0.0
2025-06-15_17-05-17-747703.png,0.0
2025-06-15_17-05-18-018401.png,0.0
2025-06-15_17-05-18-292223.png,-0.06
2025-06-15_17-05-18-570874.png,0.0
2025-06-15_17-05-18-837557.png,-0.04
2025-06-15_17-05-19-080910.png,-0.06
2025-06-15_17-05-19-308970.png,-0.05
2025-06-15_17-05-19-574409.png,0.0
2025-06-15_17-05-19-846028.png,0.0
2025-06-15_17-05-20-129686.png,0.0
2025-06-15_17-05-20-392792.png,0.0
2025-06-15_17-05-20-631293.png,0.0
2025-06-15_17-05-20-861389.png,0.0
2025-06-15_17-05-21-131688.png,0.0
2025-06-15_17-05-21-402347.png,0.0
2025-06-15_17-05-21-679850.png,0.0
2025-06-15_17-05-21-950695.png,0.0
2025-06-15_17-05-22-216064.png,0.0
2025-06-15_17-05-22-425685.png,0.0
2025-06-15_17-05-22-680758.png,0.0
2025-06-15_17-05-22-932939.png,0.0
2025-06-15_17-05-23-208635.png,0.0
2025-06-15_17-05-23-480103.png,0.0
2025-06-15_17-05-23-731491.png,0.0
2025-06-15_17-05-23-963600.png,0.0
2025-06-15_17-05-24-234828.png,0.0
2025-06-15_17-05-24-503136.png,0.0
2025-06-15_17-05-24-774789.png,0.0
2025-06-15_17-05-25-042484.png,0.0
2025-06-15_17-05-25-303631.png,0.0
2025-06-15_17-05-25-523390.png,0.0
2025-06-15_17-05-25-781661.png,0.0
2025-06-15_17-05-26-045897.png,0.0
2025-06-15_17-05-26-300966.png,0.0
2025-06-15_17-05-26-570887.png,0.0
2025-06-15_17-05-26-859278.png,0.0
2025-06-15_17-05-27-086240.png,0.0
2025-06-15_17-05-27-347478.png,0.0
2025-06-15_17-05-27-619752.png,0.02
2025-06-15_17-05-27-890583.png,0.0
2025-06-15_17-05-28-166388.png,0.0
2025-06-15_17-05-28-434576.png,0.0
2025-06-15_17-05-28-674681.png,0.0
2025-06-15_17-05-28-922473.png,0.0
2025-06-15_17-05-29-175947.png,0.0
2025-06-15_17-05-29-433033.png,0.0
2025-06-15_17-05-29-712522.png,0.0
2025-06-15_17-05-29-983194.png,0.0
2025-06-15_17-05-30-243926.png,0.0
2025-06-15_17-05-30-455492.png,0.0
2025-06-15_17-05-30-714327.png,0.0
2025-06-15_17-05-30-977523.png,0.0
2025-06-15_17-05-31-248270.png,0.0
2025-06-15_17-05-31-523614.png,0.0
2025-06-15_17-05-31-765334.png,0.0
2025-06-15_17-05-31-986097.png,0.0
2025-06-15_17-05-32-250459.png,0.0
2025-06-15_17-05-32-517700.png,0.0
2025-06-15_17-05-32-789470.png,0.0
2025-06-15_17-05-33-064590.png,0.0
2025-06-15_17-05-33-315458.png,0.0
2025-06-15_17-05-33-515862.png,0.0
2025-06-15_17-05-33-790612.png,0.0
